roll_no,gender,race_ethnicity,parental_level_of_education,test_preparation_course,score_id,grade_id
std-9055,female,"group B","bachelor's degree",False,9055,9055
std-9056,female,"group C","high school",False,9056,9056
std-9057,female,"group D","associate's degree",False,9057,9057
std-9058,female,"group D","some college",False,9058,9058
std-9059,female,"group D","some high school",False,9059,9059
std-906,male,"group E","bachelor's degree",True,906,906
std-9060,female,"group C","bachelor's degree",True,9060,9060
std-9061,female,"group D","master's degree",True,9061,9061
std-9062,female,"group D","bachelor's degree",False,9062,9062
std-9063,male,"group D","some college",False,9063,9063
std-9064,female,"group B","some high school",False,9064,9064
std-9065,female,"group D","high school",False,9065,9065
std-9066,female,"group E","some high school",False,9066,9066
std-9067,female,"group A","master's degree",False,9067,9067
std-9068,female,"group C","some college",True,9068,9068
std-9069,female,"group D","some high school",False,9069,9069
std-907,male,"group D","bachelor's degree",False,907,907
std-9070,female,"group E","high school",True,9070,9070
std-9071,female,"group D","associate's degree",False,9071,9071
std-9072,female,"group D","high school",False,9072,9072
std-9073,female,"group C","associate's degree",False,9073,9073
std-9074,female,"group B","high school",False,9074,9074
std-9075,female,"group B","associate's degree",False,9075,9075
std-9076,female,"group E","high school",True,9076,9076
std-9077,female,"group D","associate's degree",False,9077,9077
std-9078,female,"group D","some college",False,9078,9078
std-9079,female,"group C","associate's degree",True,9079,9079
std-908,male,"group A","some college",False,908,908
std-9080,female,"group B","some high school",True,9080,9080
std-9081,female,"group C","some college",False,9081,9081
std-9082,female,"group C","some college",False,9082,9082
std-9083,female,"group D","some college",False,9083,9083
std-9084,female,"group B","associate's degree",False,9084,9084
std-9085,female,"group E","some high school",True,9085,9085
std-9086,female,"group C","some high school",True,9086,9086
std-9087,female,"group D","associate's degree",True,9087,9087
std-9088,female,"group C","high school",True,9088,9088
std-9089,female,"group B","some high school",False,9089,9089
std-909,male,"group E","bachelor's degree",True,909,909
std-9090,female,"group E","some college",True,9090,9090
std-9091,female,"group C","associate's degree",False,9091,9091
std-9092,female,"group A","some college",False,9092,9092
std-9093,female,"group E","bachelor's degree",True,9093,9093
std-9094,female,"group D","some high school",False,9094,9094
std-9095,female,"group D","bachelor's degree",False,9095,9095
std-9096,female,"group B","associate's degree",True,9096,9096
std-9097,female,"group D","some college",True,9097,9097
std-9098,female,"group E","high school",False,9098,9098
std-9099,female,"group C","bachelor's degree",False,9099,9099
std-91,male,"group B","some college",True,91,91
std-910,male,"group B","associate's degree",True,910,910
std-9100,female,"group A","associate's degree",True,9100,9100
std-9101,female,"group D","some high school",False,9101,9101
std-9102,female,"group C","some high school",False,9102,9102
std-9103,female,"group D","some college",True,9103,9103
std-9104,female,"group C","some high school",True,9104,9104
std-9105,female,"group B","some college",False,9105,9105
std-9106,female,"group D","some high school",False,9106,9106
std-9107,female,"group A","some college",False,9107,9107
std-9108,female,"group A","some college",False,9108,9108
std-9109,female,"group E","some high school",False,9109,9109
std-911,male,"group C","master's degree",True,911,911
std-9110,female,"group C","some high school",False,9110,9110
std-9111,female,"group C","bachelor's degree",False,9111,9111
std-9112,female,"group D","associate's degree",False,9112,9112
std-9113,female,"group D","some college",False,9113,9113
std-9114,female,"group D","some college",True,9114,9114
std-9115,female,"group B","associate's degree",True,9115,9115
std-9116,female,"group C","some high school",False,9116,9116
std-9117,female,"group C","associate's degree",False,9117,9117
std-9118,female,"group C","some high school",False,9118,9118
std-9119,female,"group C","some college",False,9119,9119
std-912,male,"group C","high school",True,912,912
std-9120,female,"group A","some college",False,9120,9120
std-9121,female,"group B","master's degree",True,9121,9121
std-9122,female,"group B","master's degree",True,9122,9122
std-9123,female,"group D","some high school",False,9123,9123
std-9124,female,"group D","bachelor's degree",False,9124,9124
std-9125,female,"group C","some college",True,9125,9125
std-9126,female,"group D","some high school",False,9126,9126
std-9127,female,"group B","high school",False,9127,9127
std-9128,female,"group C","some college",False,9128,9128
std-9129,female,"group B","some high school",True,9129,9129
std-913,male,"group C","associate's degree",False,913,913
std-9130,female,"group E","bachelor's degree",False,9130,9130
std-9131,female,"group B","associate's degree",True,9131,9131
std-9132,female,"group D","high school",True,9132,9132
std-9133,female,"group B","bachelor's degree",True,9133,9133
std-9134,female,"group D","bachelor's degree",True,9134,9134
std-9135,female,"group D","some college",False,9135,9135
std-9136,female,"group D","high school",True,9136,9136
std-9137,female,"group D","high school",False,9137,9137
std-9138,female,"group C","high school",False,9138,9138
std-9139,female,"group C","high school",True,9139,9139
std-914,male,"group E","associate's degree",False,914,914
std-9140,female,"group B","some college",True,9140,9140
std-9141,female,"group C","associate's degree",False,9141,9141
std-9142,female,"group C","some college",False,9142,9142
std-9143,female,"group C","some high school",True,9143,9143
std-9144,female,"group E","bachelor's degree",False,9144,9144
std-9145,female,"group B","associate's degree",False,9145,9145
std-9146,female,"group C","some college",False,9146,9146
std-9147,female,"group D","high school",True,9147,9147
std-9148,female,"group A","some high school",False,9148,9148
std-9149,female,"group D","associate's degree",False,9149,9149
std-915,male,"group B","some college",True,915,915
std-9150,female,"group D","some college",False,9150,9150
std-9151,female,"group B","some college",False,9151,9151
std-9152,female,"group D","bachelor's degree",False,9152,9152
std-9153,female,"group C","some high school",False,9153,9153
std-9154,female,"group B","bachelor's degree",True,9154,9154
std-9155,female,"group B","associate's degree",False,9155,9155
std-9156,female,"group D","some college",False,9156,9156
std-9157,female,"group D","master's degree",False,9157,9157
std-9158,female,"group B","bachelor's degree",True,9158,9158
std-9159,female,"group B","bachelor's degree",True,9159,9159
std-916,male,"group B","associate's degree",False,916,916
std-9160,female,"group C","high school",True,9160,9160
std-9161,female,"group C","some high school",False,9161,9161
std-9162,female,"group D","some college",True,9162,9162
std-9163,female,"group C","bachelor's degree",True,9163,9163
std-9164,female,"group B","high school",True,9164,9164
std-9165,female,"group B","some college",False,9165,9165
std-9166,female,"group C","some college",False,9166,9166
std-9167,female,"group A","associate's degree",False,9167,9167
std-9168,female,"group D","bachelor's degree",False,9168,9168
std-9169,female,"group A","some high school",False,9169,9169
std-917,male,"group C","high school",True,917,917
std-9170,female,"group C","high school",True,9170,9170
std-9171,female,"group C","high school",True,9171,9171
std-9172,female,"group C","bachelor's degree",False,9172,9172
std-9173,female,"group C","associate's degree",False,9173,9173
std-9174,female,"group E","high school",True,9174,9174
std-9175,female,"group D","associate's degree",False,9175,9175
std-9176,female,"group A","some college",False,9176,9176
std-9177,female,"group D","some college",True,9177,9177
std-9178,female,"group C","bachelor's degree",True,9178,9178
std-9179,female,"group C","associate's degree",False,9179,9179
std-918,male,"group E","bachelor's degree",False,918,918
std-9180,female,"group C","some high school",False,9180,9180
std-9181,female,"group D","bachelor's degree",False,9181,9181
std-9182,female,"group B","bachelor's degree",False,9182,9182
std-9183,female,"group D","associate's degree",False,9183,9183
std-9184,female,"group E","high school",True,9184,9184
std-9185,female,"group C","some college",False,9185,9185
std-9186,female,"group A","master's degree",False,9186,9186
std-9187,female,"group A","bachelor's degree",True,9187,9187
std-9188,female,"group C","associate's degree",True,9188,9188
std-9189,female,"group B","associate's degree",False,9189,9189
std-919,male,"group D","master's degree",False,919,919
std-9190,female,"group A","high school",True,9190,9190
std-9191,female,"group C","some high school",False,9191,9191
std-9192,female,"group D","some college",False,9192,9192
std-9193,female,"group B","some college",True,9193,9193
std-9194,female,"group A","master's degree",False,9194,9194
std-9195,female,"group E","some college",False,9195,9195
std-9196,female,"group C","high school",False,9196,9196
std-9197,female,"group C","associate's degree",False,9197,9197
std-9198,female,"group C","some high school",True,9198,9198
std-9199,female,"group C","some college",False,9199,9199
std-92,male,"group C","some college",False,92,92
std-920,male,"group C","high school",False,920,920
std-9200,female,"group D","master's degree",False,9200,9200
std-9201,female,"group C","associate's degree",False,9201,9201
std-9202,female,"group A","associate's degree",True,9202,9202
std-9203,female,"group A","associate's degree",True,9203,9203
std-9204,female,"group C","high school",False,9204,9204
std-9205,female,"group C","associate's degree",True,9205,9205
